2023-08-02 20:58:47,774:INFO:131] match_or_register_events for fox_bets
2023-08-02 20:58:47,775:INFO:131] match_or_register_events for bovada
2023-08-02 20:58:48,778:INFO:179] match_or_register_markets for bovada
2023-08-02 20:58:48,778:INFO:181] 188 for bovada
2023-08-02 20:58:49,635:INFO:179] match_or_register_markets for fox_bets
2023-08-02 20:58:49,636:INFO:181] 0 for fox_bets
2023-08-02 20:58:54,692:DEBUG:120] successful match: Selection(id='1370022195', name='Under - 1H', odds=1.757576), [(Selection(id=150, name='Under - 1H', odds=None), 100)]
2023-08-02 20:58:58,447:DEBUG:120] successful match: Selection(id='1370064350', name='Under - 1H', odds=1.273973), [(Selection(id=10, name='Under - 1H', odds=None), 100)]
2023-08-02 20:58:58,448:DEBUG:120] successful match: Selection(id='1370064353', name='Over - 1H', odds=8.5), [(Selection(id=9, name='Over - 1H', odds=None), 100)]
2023-08-02 20:58:58,448:DEBUG:120] successful match: Selection(id='1370064354', name='Under - 1H', odds=1.066667), [(Selection(id=10, name='Under - 1H', odds=None), 100)]
2023-08-02 20:58:58,449:DEBUG:120] successful match: Selection(id='1370064357', name='Over - 1H', odds=10.0), [(Selection(id=9, name='Over - 1H', odds=None), 100)]
2023-08-02 20:58:58,449:DEBUG:120] successful match: Selection(id='1370064358', name='Under - 1H', odds=1.052632), [(Selection(id=10, name='Under - 1H', odds=None), 100)]
2023-08-02 20:58:58,464:DEBUG:117] successful no match: Selection(id='1370064373', name='Under - 1H', odds=1.588235), [(Selection(id=247, name='Over - 1H', odds=None), 0)]
2023-08-02 20:58:58,465:DEBUG:120] successful match: Selection(id='1370064386', name='Over - 1H', odds=2.75), [(Selection(id=247, name='Over - 1H', odds=None), 100)]
2023-08-02 20:58:58,465:DEBUG:120] successful match: Selection(id='1370064387', name='Under - 1H', odds=1.460829), [(Selection(id=248, name='Under - 1H', odds=None), 100)]
2023-08-02 20:58:58,467:DEBUG:117] successful no match: Selection(id='1370064381', name='No', odds=1.675676), [(Selection(id=249, name='Yes', odds=None), 0)]
2023-08-02 20:58:58,469:DEBUG:117] successful no match: Selection(id='1370064397', name='No - 1H', odds=1.1176), [(Selection(id=251, name='Yes - 1H', odds=None), 55)]
2023-08-02 20:58:58,888:DEBUG:117] successful no match: Selection(id='1370065215', name='FC Barcelona', odds=1.555556), [(Selection(id=253, name='Getafe', odds=None), 33)]
2023-08-02 20:58:58,891:DEBUG:117] successful no match: Selection(id='1370065216', name='Draw', odds=4.1), [(Selection(id=253, name='Getafe', odds=None), 44), (Selection(id=254, name='FC Barcelona', odds=None), 25)]
2023-08-02 20:58:58,897:DEBUG:117] successful no match: Selection(id='1370065232', name='FC Barcelona - 1H', odds=2.25), [(Selection(id=256, name='Getafe - 1H', odds=None), 50)]
2023-08-02 20:58:58,899:DEBUG:117] successful no match: Selection(id='1370065233', name='Draw - 1H', odds=2.2), [(Selection(id=256, name='Getafe - 1H', odds=None), 50), (Selection(id=257, name='FC Barcelona - 1H', odds=None), 45)]
2023-08-02 20:58:58,902:DEBUG:120] successful match: Selection(id='1370065812', name='Over', odds=1.083333), [(Selection(id=7, name='Over', odds=None), 100)]
2023-08-02 20:58:58,903:DEBUG:120] successful match: Selection(id='1370065813', name='Under', odds=7.75), [(Selection(id=8, name='Under', odds=None), 100)]
2023-08-02 20:58:58,905:DEBUG:120] successful match: Selection(id='1370065804', name='Over', odds=1.363636), [(Selection(id=7, name='Over', odds=None), 100)]
2023-08-02 20:58:58,906:DEBUG:120] successful match: Selection(id='1370065805', name='Under', odds=3.2), [(Selection(id=8, name='Under', odds=None), 100)]
2023-08-02 20:58:58,907:DEBUG:120] successful match: Selection(id='1370065796', name='Over', odds=1.571429), [(Selection(id=7, name='Over', odds=None), 100)]
2023-08-02 20:58:58,909:DEBUG:120] successful match: Selection(id='1370065797', name='Under', odds=2.43), [(Selection(id=8, name='Under', odds=None), 100)]
2023-08-02 20:58:58,910:DEBUG:120] successful match: Selection(id='1370065798', name='Over', odds=2.1), [(Selection(id=7, name='Over', odds=None), 100)]
2023-08-02 20:58:58,910:DEBUG:120] successful match: Selection(id='1370065799', name='Under', odds=1.76923), [(Selection(id=8, name='Under', odds=None), 100)]
2023-08-02 20:58:58,912:DEBUG:120] successful match: Selection(id='1370065806', name='Over', odds=3.05), [(Selection(id=7, name='Over', odds=None), 100)]
2023-08-02 20:58:58,912:DEBUG:120] successful match: Selection(id='1370065807', name='Under', odds=1.392157), [(Selection(id=8, name='Under', odds=None), 100)]
2023-08-02 20:58:58,913:DEBUG:120] successful match: Selection(id='1370065814', name='Over', odds=3.75), [(Selection(id=7, name='Over', odds=None), 100)]
2023-08-02 20:58:58,914:DEBUG:120] successful match: Selection(id='1370065815', name='Under', odds=1.277778), [(Selection(id=8, name='Under', odds=None), 100)]
2023-08-02 20:58:58,949:DEBUG:117] successful no match: Selection(id='1370065919', name='Under', odds=5.0), [(Selection(id=259, name='Over', odds=None), 0)]
2023-08-02 20:58:58,950:DEBUG:120] successful match: Selection(id='1370065916', name='Over', odds=1.819672), [(Selection(id=259, name='Over', odds=None), 100)]
2023-08-02 20:58:58,950:DEBUG:120] successful match: Selection(id='1370065917', name='Under', odds=2.02), [(Selection(id=260, name='Under', odds=None), 100)]
2023-08-02 20:58:58,951:DEBUG:120] successful match: Selection(id='1370065920', name='Over', odds=3.55), [(Selection(id=259, name='Over', odds=None), 100)]
2023-08-02 20:58:58,952:DEBUG:120] successful match: Selection(id='1370065921', name='Under', odds=1.3125), [(Selection(id=260, name='Under', odds=None), 100)]
2023-08-02 20:58:58,952:DEBUG:120] successful match: Selection(id='1370065922', name='Over', odds=7.5), [(Selection(id=259, name='Over', odds=None), 100)]
2023-08-02 20:58:58,952:DEBUG:120] successful match: Selection(id='1370065923', name='Under', odds=1.090909), [(Selection(id=260, name='Under', odds=None), 100)]
2023-08-02 20:58:58,953:DEBUG:120] successful match: Selection(id='1370065924', name='Over', odds=15.0), [(Selection(id=259, name='Over', odds=None), 100)]
2023-08-02 20:58:58,954:DEBUG:120] successful match: Selection(id='1370065925', name='Under', odds=1.015385), [(Selection(id=260, name='Under', odds=None), 100)]
2023-08-02 20:58:58,968:DEBUG:120] successful match: Selection(id='1370065816', name='Over', odds=1.847458), [(Selection(id=259, name='Over', odds=None), 100)]
2023-08-02 20:58:58,968:DEBUG:120] successful match: Selection(id='1370065817', name='Under', odds=1.9804), [(Selection(id=260, name='Under', odds=None), 100)]
2023-08-02 20:58:58,969:DEBUG:120] successful match: Selection(id='1370065818', name='Over', odds=5.1), [(Selection(id=259, name='Over', odds=None), 100)]
2023-08-02 20:58:58,969:DEBUG:120] successful match: Selection(id='1370065819', name='Under', odds=1.166667), [(Selection(id=260, name='Under', odds=None), 100)]
2023-08-02 20:58:58,970:DEBUG:120] successful match: Selection(id='1370065820', name='Over', odds=16.0), [(Selection(id=259, name='Over', odds=None), 100)]
2023-08-02 20:58:58,970:DEBUG:120] successful match: Selection(id='1370065821', name='Under', odds=1.013333), [(Selection(id=260, name='Under', odds=None), 100)]
2023-08-02 20:58:58,971:DEBUG:120] successful match: Selection(id='1370065822', name='Over', odds=21.0), [(Selection(id=259, name='Over', odds=None), 100)]
2023-08-02 20:58:58,971:DEBUG:120] successful match: Selection(id='1370065823', name='Under', odds=1.004), [(Selection(id=260, name='Under', odds=None), 100)]
2023-08-02 20:58:58,971:DEBUG:120] successful match: Selection(id='1370065824', name='Over', odds=21.0), [(Selection(id=259, name='Over', odds=None), 100)]
2023-08-02 20:58:58,972:DEBUG:120] successful match: Selection(id='1370065825', name='Under', odds=1.004), [(Selection(id=260, name='Under', odds=None), 100)]
2023-08-02 20:58:58,983:DEBUG:120] successful match: Selection(id='1370065699', name='Over - 1H', odds=1.49505), [(Selection(id=9, name='Over - 1H', odds=None), 100)]
2023-08-02 20:58:58,983:DEBUG:120] successful match: Selection(id='1370065700', name='Under - 1H', odds=2.65), [(Selection(id=10, name='Under - 1H', odds=None), 100)]
2023-08-02 20:58:58,983:DEBUG:120] successful match: Selection(id='1370065701', name='Over - 1H', odds=3.12), [(Selection(id=9, name='Over - 1H', odds=None), 100)]
2023-08-02 20:58:58,984:DEBUG:120] successful match: Selection(id='1370065702', name='Under - 1H', odds=1.377358), [(Selection(id=10, name='Under - 1H', odds=None), 100)]
2023-08-02 20:58:58,984:DEBUG:120] successful match: Selection(id='1370065705', name='Over - 1H', odds=6.5), [(Selection(id=9, name='Over - 1H', odds=None), 100)]
2023-08-02 20:58:58,984:DEBUG:120] successful match: Selection(id='1370065706', name='Under - 1H', odds=1.111111), [(Selection(id=10, name='Under - 1H', odds=None), 100)]
2023-08-02 20:58:58,985:DEBUG:120] successful match: Selection(id='1370065709', name='Over - 1H', odds=7.5), [(Selection(id=9, name='Over - 1H', odds=None), 100)]
2023-08-02 20:58:58,985:DEBUG:120] successful match: Selection(id='1370065710', name='Under - 1H', odds=1.090909), [(Selection(id=10, name='Under - 1H', odds=None), 100)]
2023-08-02 20:58:58,994:DEBUG:117] successful no match: Selection(id='1370065739', name='Under - 1H', odds=2.05), [(Selection(id=261, name='Over - 1H', odds=None), 0)]
2023-08-02 20:58:58,995:DEBUG:120] successful match: Selection(id='1370065724', name='Over - 1H', odds=3.4), [(Selection(id=261, name='Over - 1H', odds=None), 100)]
2023-08-02 20:58:58,995:DEBUG:120] successful match: Selection(id='1370065725', name='Under - 1H', odds=1.333333), [(Selection(id=262, name='Under - 1H', odds=None), 100)]
2023-08-02 20:58:58,997:DEBUG:117] successful no match: Selection(id='1370065733', name='No', odds=1.666667), [(Selection(id=263, name='Yes', odds=None), 0)]
2023-08-02 20:58:58,998:DEBUG:117] successful no match: Selection(id='1370065749', name='No - 1H', odds=1.133333), [(Selection(id=265, name='Yes - 1H', odds=None), 55)]
2023-08-02 20:58:59,484:DEBUG:117] successful no match: Selection(id='1370066237', name='Real Betis', odds=4.5), [(Selection(id=267, name='Villarreal', odds=None), 50)]
2023-08-02 20:58:59,487:DEBUG:117] successful no match: Selection(id='1370066238', name='Draw', odds=4.0), [(Selection(id=268, name='Real Betis', odds=None), 46), (Selection(id=267, name='Villarreal', odds=None), 31)]
2023-08-02 20:58:59,494:DEBUG:117] successful no match: Selection(id='1370066254', name='Real Betis - 1H', odds=5.0), [(Selection(id=270, name='Villarreal - 1H', odds=None), 62)]
2023-08-02 20:58:59,496:DEBUG:117] successful no match: Selection(id='1370066255', name='Draw - 1H', odds=2.4), [(Selection(id=270, name='Villarreal - 1H', odds=None), 50), (Selection(id=271, name='Real Betis - 1H', odds=None), 50)]
2023-08-02 20:58:59,499:DEBUG:120] successful match: Selection(id='1370066927', name='Over', odds=1.222222), [(Selection(id=7, name='Over', odds=None), 100)]
2023-08-02 20:58:59,500:DEBUG:120] successful match: Selection(id='1370066928', name='Under', odds=4.35), [(Selection(id=8, name='Under', odds=None), 100)]
2023-08-02 20:58:59,502:DEBUG:120] successful match: Selection(id='1370066919', name='Over', odds=1.327869), [(Selection(id=7, name='Over', odds=None), 100)]
2023-08-02 20:58:59,503:DEBUG:120] successful match: Selection(id='1370066920', name='Under', odds=3.45), [(Selection(id=8, name='Under', odds=None), 100)]
2023-08-02 20:58:59,504:DEBUG:120] successful match: Selection(id='1370066911', name='Over', odds=1.699301), [(Selection(id=7, name='Over', odds=None), 100)]
2023-08-02 20:58:59,505:DEBUG:120] successful match: Selection(id='1370066912', name='Under', odds=2.18), [(Selection(id=8, name='Under', odds=None), 100)]
2023-08-02 20:58:59,506:DEBUG:120] successful match: Selection(id='1370066913', name='Over', odds=2.14), [(Selection(id=7, name='Over', odds=None), 100)]
2023-08-02 20:58:59,507:DEBUG:120] successful match: Selection(id='1370066914', name='Under', odds=1.724638), [(Selection(id=8, name='Under', odds=None), 100)]
2023-08-02 20:58:59,509:DEBUG:120] successful match: Selection(id='1370066921', name='Over', odds=2.73), [(Selection(id=7, name='Over', odds=None), 100)]
2023-08-02 20:58:59,510:DEBUG:120] successful match: Selection(id='1370066922', name='Under', odds=1.465116), [(Selection(id=8, name='Under', odds=None), 100)]
2023-08-02 20:58:59,510:DEBUG:120] successful match: Selection(id='1370066929', name='Over', odds=4.2), [(Selection(id=7, name='Over', odds=None), 100)]
2023-08-02 20:58:59,512:DEBUG:120] successful match: Selection(id='1370066930', name='Under', odds=1.232558), [(Selection(id=8, name='Under', odds=None), 100)]
2023-08-02 20:58:59,544:DEBUG:117] successful no match: Selection(id='1370067020', name='Under', odds=2.7), [(Selection(id=273, name='Over', odds=None), 0)]
2023-08-02 20:58:59,545:DEBUG:120] successful match: Selection(id='1370067021', name='Over', odds=3.2), [(Selection(id=273, name='Over', odds=None), 100)]
2023-08-02 20:58:59,546:DEBUG:120] successful match: Selection(id='1370067022', name='Under', odds=1.363636), [(Selection(id=274, name='Under', odds=None), 100)]
2023-08-02 20:58:59,546:DEBUG:120] successful match: Selection(id='1370067023', name='Over', odds=8.25), [(Selection(id=273, name='Over', odds=None), 100)]
2023-08-02 20:58:59,547:DEBUG:120] successful match: Selection(id='1370067024', name='Under', odds=1.071429), [(Selection(id=274, name='Under', odds=None), 100)]
2023-08-02 20:58:59,547:DEBUG:120] successful match: Selection(id='1370067025', name='Over', odds=17.0), [(Selection(id=273, name='Over', odds=None), 100)]
2023-08-02 20:58:59,548:DEBUG:120] successful match: Selection(id='1370067026', name='Under', odds=1.01), [(Selection(id=274, name='Under', odds=None), 100)]
2023-08-02 20:58:59,548:DEBUG:120] successful match: Selection(id='1370067027', name='Over', odds=21.0), [(Selection(id=273, name='Over', odds=None), 100)]
2023-08-02 20:58:59,549:DEBUG:120] successful match: Selection(id='1370067028', name='Under', odds=1.004), [(Selection(id=274, name='Under', odds=None), 100)]
2023-08-02 20:58:59,563:DEBUG:120] successful match: Selection(id='1370066933', name='Over', odds=1.148148), [(Selection(id=273, name='Over', odds=None), 100)]
2023-08-02 20:58:59,563:DEBUG:120] successful match: Selection(id='1370066934', name='Under', odds=5.5), [(Selection(id=274, name='Under', odds=None), 100)]
2023-08-02 20:58:59,564:DEBUG:120] successful match: Selection(id='1370066931', name='Over', odds=1.714286), [(Selection(id=273, name='Over', odds=None), 100)]
2023-08-02 20:58:59,564:DEBUG:120] successful match: Selection(id='1370066932', name='Under', odds=2.15), [(Selection(id=274, name='Under', odds=None), 100)]
2023-08-02 20:58:59,565:DEBUG:120] successful match: Selection(id='1370066935', name='Over', odds=3.12), [(Selection(id=273, name='Over', odds=None), 100)]
2023-08-02 20:58:59,565:DEBUG:120] successful match: Selection(id='1370066936', name='Under', odds=1.377358), [(Selection(id=274, name='Under', odds=None), 100)]
2023-08-02 20:58:59,565:DEBUG:120] successful match: Selection(id='1370066937', name='Over', odds=6.5), [(Selection(id=273, name='Over', odds=None), 100)]
2023-08-02 20:58:59,566:DEBUG:120] successful match: Selection(id='1370066938', name='Under', odds=1.111111), [(Selection(id=274, name='Under', odds=None), 100)]
2023-08-02 20:58:59,566:DEBUG:120] successful match: Selection(id='1370066939', name='Over', odds=12.0), [(Selection(id=273, name='Over', odds=None), 100)]
2023-08-02 20:58:59,566:DEBUG:120] successful match: Selection(id='1370066940', name='Under', odds=1.03), [(Selection(id=274, name='Under', odds=None), 100)]
2023-08-02 20:58:59,578:DEBUG:120] successful match: Selection(id='1370066820', name='Over - 1H', odds=1.363636), [(Selection(id=9, name='Over - 1H', odds=None), 100)]
2023-08-02 20:58:59,578:DEBUG:120] successful match: Selection(id='1370066821', name='Under - 1H', odds=3.2), [(Selection(id=10, name='Under - 1H', odds=None), 100)]
2023-08-02 20:58:59,578:DEBUG:120] successful match: Selection(id='1370066812', name='Over - 1H', odds=1.69), [(Selection(id=9, name='Over - 1H', odds=None), 100)]
2023-08-02 20:58:59,579:DEBUG:120] successful match: Selection(id='1370066813', name='Under - 1H', odds=2.2), [(Selection(id=10, name='Under - 1H', odds=None), 100)]
2023-08-02 20:58:59,579:DEBUG:120] successful match: Selection(id='1370066814', name='Over - 1H', odds=2.55), [(Selection(id=9, name='Over - 1H', odds=None), 100)]
2023-08-02 20:58:59,580:DEBUG:120] successful match: Selection(id='1370066815', name='Under - 1H', odds=1.531915), [(Selection(id=10, name='Under - 1H', odds=None), 100)]
2023-08-02 20:58:59,580:DEBUG:120] successful match: Selection(id='1370066822', name='Over - 1H', odds=4.8), [(Selection(id=9, name='Over - 1H', odds=None), 100)]
2023-08-02 20:58:59,580:DEBUG:120] successful match: Selection(id='1370066823', name='Under - 1H', odds=1.19), [(Selection(id=10, name='Under - 1H', odds=None), 100)]
2023-08-02 20:58:59,581:DEBUG:120] successful match: Selection(id='1370066826', name='Over - 1H', odds=5.6), [(Selection(id=9, name='Over - 1H', odds=None), 100)]
2023-08-02 20:58:59,581:DEBUG:120] successful match: Selection(id='1370066827', name='Under - 1H', odds=1.142857), [(Selection(id=10, name='Under - 1H', odds=None), 100)]
2023-08-02 20:58:59,594:DEBUG:117] successful no match: Selection(id='1370066858', name='Under - 1H', odds=1.531915), [(Selection(id=275, name='Over - 1H', odds=None), 0)]
2023-08-02 20:58:59,596:DEBUG:120] successful match: Selection(id='1370066841', name='Over - 1H', odds=1.714286), [(Selection(id=275, name='Over - 1H', odds=None), 100)]
2023-08-02 20:58:59,596:DEBUG:120] successful match: Selection(id='1370066842', name='Under - 1H', odds=2.15), [(Selection(id=276, name='Under - 1H', odds=None), 100)]
2023-08-02 20:58:59,598:DEBUG:117] successful no match: Selection(id='1370066852', name='No', odds=2.1), [(Selection(id=277, name='Yes', odds=None), 0)]
2023-08-02 20:58:59,600:DEBUG:117] successful no match: Selection(id='1370066868', name='No - 1H', odds=1.217391), [(Selection(id=279, name='Yes - 1H', odds=None), 55)]
2023-08-02 20:59:00,189:DEBUG:117] successful no match: Selection(id='1370067477', name='Girona', odds=5.4), [(Selection(id=281, name='Real Sociedad', odds=None), 32)]
2023-08-02 20:59:00,192:DEBUG:117] successful no match: Selection(id='1370067478', name='Draw', odds=4.0), [(Selection(id=282, name='Girona', odds=None), 40), (Selection(id=281, name='Real Sociedad', odds=None), 25)]
2023-08-02 20:59:00,199:DEBUG:117] successful no match: Selection(id='1370067496', name='Girona - 1H', odds=6.0), [(Selection(id=284, name='Real Sociedad - 1H', odds=None), 48)]
2023-08-02 20:59:00,202:DEBUG:117] successful no match: Selection(id='1370067497', name='Draw - 1H', odds=2.3), [(Selection(id=285, name='Girona - 1H', odds=None), 62), (Selection(id=284, name='Real Sociedad - 1H', odds=None), 43)]
2023-08-02 20:59:00,205:DEBUG:120] successful match: Selection(id='1370068087', name='Over', odds=1.285714), [(Selection(id=7, name='Over', odds=None), 100)]
2023-08-02 20:59:00,206:DEBUG:120] successful match: Selection(id='1370068088', name='Under', odds=3.7), [(Selection(id=8, name='Under', odds=None), 100)]
2023-08-02 20:59:00,208:DEBUG:120] successful match: Selection(id='1370068075', name='Over', odds=1.434783), [(Selection(id=7, name='Over', odds=None), 100)]
2023-08-02 20:59:00,209:DEBUG:120] successful match: Selection(id='1370068077', name='Under', odds=2.88), [(Selection(id=8, name='Under', odds=None), 100)]
2023-08-02 20:59:00,210:DEBUG:120] successful match: Selection(id='1370068079', name='Over', odds=2.55), [(Selection(id=7, name='Over', odds=None), 100)]
2023-08-02 20:59:00,211:DEBUG:120] successful match: Selection(id='1370068080', name='Under', odds=1.531915), [(Selection(id=8, name='Under', odds=None), 100)]
2023-08-02 20:59:00,212:DEBUG:120] successful match: Selection(id='1370068089', name='Over', odds=3.2), [(Selection(id=7, name='Over', odds=None), 100)]
2023-08-02 20:59:00,214:DEBUG:120] successful match: Selection(id='1370068090', name='Under', odds=1.363636), [(Selection(id=8, name='Under', odds=None), 100)]
2023-08-02 20:59:00,230:DEBUG:117] successful no match: Selection(id='1370068178', name='Under', odds=2.28), [(Selection(id=287, name='Over', odds=None), 0)]
2023-08-02 20:59:00,231:DEBUG:120] successful match: Selection(id='1370068179', name='Over', odds=4.1), [(Selection(id=287, name='Over', odds=None), 100)]
2023-08-02 20:59:00,232:DEBUG:120] successful match: Selection(id='1370068180', name='Under', odds=1.240964), [(Selection(id=288, name='Under', odds=None), 100)]
2023-08-02 20:59:00,232:DEBUG:120] successful match: Selection(id='1370068181', name='Over', odds=12.0), [(Selection(id=287, name='Over', odds=None), 100)]
2023-08-02 20:59:00,233:DEBUG:120] successful match: Selection(id='1370068182', name='Under', odds=1.03), [(Selection(id=288, name='Under', odds=None), 100)]
2023-08-02 20:59:00,234:DEBUG:120] successful match: Selection(id='1370068183', name='Over', odds=20.0), [(Selection(id=287, name='Over', odds=None), 100)]
2023-08-02 20:59:00,234:DEBUG:120] successful match: Selection(id='1370068184', name='Under', odds=1.005), [(Selection(id=288, name='Under', odds=None), 100)]
2023-08-02 20:59:00,235:DEBUG:120] successful match: Selection(id='1370068185', name='Over', odds=21.0), [(Selection(id=287, name='Over', odds=None), 100)]
2023-08-02 20:59:00,235:DEBUG:120] successful match: Selection(id='1370068186', name='Under', odds=1.004), [(Selection(id=288, name='Under', odds=None), 100)]
2023-08-02 20:59:00,255:DEBUG:120] successful match: Selection(id='1370068099', name='Over', odds=1.153846), [(Selection(id=287, name='Over', odds=None), 100)]
2023-08-02 20:59:00,255:DEBUG:120] successful match: Selection(id='1370068100', name='Under', odds=5.35), [(Selection(id=288, name='Under', odds=None), 100)]
2023-08-02 20:59:00,255:DEBUG:120] successful match: Selection(id='1370068097', name='Over', odds=1.757576), [(Selection(id=287, name='Over', odds=None), 100)]
2023-08-02 20:59:00,256:DEBUG:120] successful match: Selection(id='1370068098', name='Under', odds=2.11), [(Selection(id=288, name='Under', odds=None), 100)]
2023-08-02 20:59:00,256:DEBUG:120] successful match: Selection(id='1370068101', name='Over', odds=3.3), [(Selection(id=287, name='Over', odds=None), 100)]
2023-08-02 20:59:00,257:DEBUG:120] successful match: Selection(id='1370068102', name='Under', odds=1.344828), [(Selection(id=288, name='Under', odds=None), 100)]
2023-08-02 20:59:00,257:DEBUG:120] successful match: Selection(id='1370068103', name='Over', odds=7.0), [(Selection(id=287, name='Over', odds=None), 100)]
2023-08-02 20:59:00,258:DEBUG:120] successful match: Selection(id='1370068104', name='Under', odds=1.1), [(Selection(id=288, name='Under', odds=None), 100)]
2023-08-02 20:59:00,258:DEBUG:120] successful match: Selection(id='1370068105', name='Over', odds=13.0), [(Selection(id=287, name='Over', odds=None), 100)]
2023-08-02 20:59:00,259:DEBUG:120] successful match: Selection(id='1370068106', name='Under', odds=1.02), [(Selection(id=288, name='Under', odds=None), 100)]
2023-08-02 20:59:00,271:DEBUG:120] successful match: Selection(id='1370067925', name='Over - 1H', odds=1.425532), [(Selection(id=9, name='Over - 1H', odds=None), 100)]
2023-08-02 20:59:00,271:DEBUG:120] successful match: Selection(id='1370067927', name='Under - 1H', odds=2.9), [(Selection(id=10, name='Under - 1H', odds=None), 100)]
2023-08-02 20:59:00,272:DEBUG:120] successful match: Selection(id='1370067928', name='Over - 1H', odds=2.8), [(Selection(id=9, name='Over - 1H', odds=None), 100)]
2023-08-02 20:59:00,272:DEBUG:120] successful match: Selection(id='1370067929', name='Under - 1H', odds=1.45045), [(Selection(id=10, name='Under - 1H', odds=None), 100)]
2023-08-02 20:59:00,273:DEBUG:120] successful match: Selection(id='1370067932', name='Over - 1H', odds=5.5), [(Selection(id=9, name='Over - 1H', odds=None), 100)]
2023-08-02 20:59:00,273:DEBUG:120] successful match: Selection(id='1370067933', name='Under - 1H', odds=1.148148), [(Selection(id=10, name='Under - 1H', odds=None), 100)]
2023-08-02 20:59:00,273:DEBUG:120] successful match: Selection(id='1370067936', name='Over - 1H', odds=6.5), [(Selection(id=9, name='Over - 1H', odds=None), 100)]
2023-08-02 20:59:00,274:DEBUG:120] successful match: Selection(id='1370067937', name='Under - 1H', odds=1.111111), [(Selection(id=10, name='Under - 1H', odds=None), 100)]
2023-08-02 20:59:00,282:DEBUG:117] successful no match: Selection(id='1370067970', name='Under - 1H', odds=1.408163), [(Selection(id=289, name='Over - 1H', odds=None), 0)]
2023-08-02 20:59:00,282:DEBUG:120] successful match: Selection(id='1370067953', name='Over - 1H', odds=1.757576), [(Selection(id=289, name='Over - 1H', odds=None), 100)]
2023-08-02 20:59:00,283:DEBUG:120] successful match: Selection(id='1370067954', name='Under - 1H', odds=2.11), [(Selection(id=290, name='Under - 1H', odds=None), 100)]
2023-08-02 20:59:00,284:DEBUG:117] successful no match: Selection(id='1370067964', name='No', odds=1.847458), [(Selection(id=291, name='Yes', odds=None), 0)]
2023-08-02 20:59:00,286:DEBUG:117] successful no match: Selection(id='1370067980', name='No - 1H', odds=1.166667), [(Selection(id=293, name='Yes - 1H', odds=None), 55)]
2023-08-02 20:59:00,663:DEBUG:117] successful no match: Selection(id='1370101638', name='Lorient', odds=12.0), [(Selection(id=295, name='Paris Saint-Germain', odds=None), 31)]
2023-08-02 20:59:00,665:DEBUG:117] successful no match: Selection(id='1370101639', name='Draw', odds=7.25), [(Selection(id=296, name='Lorient', odds=None), 40), (Selection(id=295, name='Paris Saint-Germain', odds=None), 17)]
2023-08-02 20:59:00,672:DEBUG:117] successful no match: Selection(id='1370101655', name='Lorient - 1H', odds=9.0), [(Selection(id=298, name='Paris Saint-Germain - 1H', odds=None), 44)]
2023-08-02 20:59:00,675:DEBUG:117] successful no match: Selection(id='1370101656', name='Draw - 1H', odds=3.15), [(Selection(id=299, name='Lorient - 1H', odds=None), 47), (Selection(id=298, name='Paris Saint-Germain - 1H', odds=None), 34)]
2023-08-02 20:59:00,678:DEBUG:120] successful match: Selection(id='1370102986', name='Over', odds=1.363636), [(Selection(id=7, name='Over', odds=None), 100)]
2023-08-02 20:59:00,679:DEBUG:120] successful match: Selection(id='1370102987', name='Under', odds=3.2), [(Selection(id=8, name='Under', odds=None), 100)]
2023-08-02 20:59:00,681:DEBUG:120] successful match: Selection(id='1370102978', name='Over', odds=1.526316), [(Selection(id=7, name='Over', odds=None), 100)]
2023-08-02 20:59:00,682:DEBUG:120] successful match: Selection(id='1370102979', name='Under', odds=2.56), [(Selection(id=8, name='Under', odds=None), 100)]
2023-08-02 20:59:00,683:DEBUG:120] successful match: Selection(id='1370102980', name='Over', odds=2.47), [(Selection(id=7, name='Over', odds=None), 100)]
2023-08-02 20:59:00,684:DEBUG:120] successful match: Selection(id='1370102981', name='Under', odds=1.555556), [(Selection(id=8, name='Under', odds=None), 100)]
2023-08-02 20:59:00,685:DEBUG:120] successful match: Selection(id='1370102988', name='Over', odds=3.05), [(Selection(id=7, name='Over', odds=None), 100)]
2023-08-02 20:59:00,686:DEBUG:120] successful match: Selection(id='1370102989', name='Under', odds=1.392157), [(Selection(id=8, name='Under', odds=None), 100)]
2023-08-02 20:59:00,704:DEBUG:117] successful no match: Selection(id='1370103077', name='Under', odds=2.08), [(Selection(id=301, name='Over', odds=None), 0)]
2023-08-02 20:59:00,705:DEBUG:120] successful match: Selection(id='1370103078', name='Over', odds=4.8), [(Selection(id=301, name='Over', odds=None), 100)]
2023-08-02 20:59:00,706:DEBUG:120] successful match: Selection(id='1370103079', name='Under', odds=1.19), [(Selection(id=302, name='Under', odds=None), 100)]
2023-08-02 20:59:00,706:DEBUG:120] successful match: Selection(id='1370103080', name='Over', odds=13.0), [(Selection(id=301, name='Over', odds=None), 100)]
2023-08-02 20:59:00,707:DEBUG:120] successful match: Selection(id='1370103081', name='Under', odds=1.02), [(Selection(id=302, name='Under', odds=None), 100)]
2023-08-02 20:59:00,707:DEBUG:120] successful match: Selection(id='1370103082', name='Over', odds=20.0), [(Selection(id=301, name='Over', odds=None), 100)]
2023-08-02 20:59:00,708:DEBUG:120] successful match: Selection(id='1370103083', name='Under', odds=1.005), [(Selection(id=302, name='Under', odds=None), 100)]
